"View","Feature","Component","Probability"
"CT_sMRI","mrisdp_84","6",0.815999999999943
"fMRI","rspltp_smh","2",0.815999999999943
"SA_sMRI","mrisdp_391","6",0.815799999999943
"SA_sMRI","mrisdp_314","2",0.814999999999943
"CT_sMRI","mrisdp_114","6",0.814999999999943
"fMRI","ad_vs","3",0.814999999999943
"CT_sMRI","mrisdp_97","4",0.814599999999943
"fMRI","ad_fo","3",0.814599999999943
"CT_sMRI","mrisdp_90","2",0.813999999999943
"fMRI","sa_ca","3",0.813999999999943
"fMRI","fo_smm","3",0.813799999999943
"CT_sMRI","mrisdp_110","6",0.813599999999943
"SA_sMRI","mrisdp_365","6",0.812799999999943
"fMRI","ad_ad","4",0.812799999999943
"CT_sMRI","mrisdp_108","6",0.812599999999943
"fMRI","ca_ad","3",0.812599999999943
"CT_sMRI","mrisdp_37","6",0.811799999999943
"CT_sMRI","mrisdp_6","6",0.811599999999943
"fMRI","fo_smh","3",0.811399999999943
"fMRI","ca_sa","3",0.811199999999943
"fMRI","fo_ad","3",0.811199999999943
"fMRI","smh_fo","3",0.811199999999943
"fMRI","smm_fo","3",0.811199999999943
"fMRI","n_vs","6",0.810799999999943
"fMRI","vs_ad","3",0.810599999999943
"CT_sMRI","mrisdp_61","6",0.810399999999943
"fMRI","n_smm","3",0.810399999999943
"fMRI","smm_n","3",0.810399999999943
"fMRI","ad_ca","3",0.809999999999943
"SA_sMRI","mrisdp_398","1",0.808199999999944
"CT_sMRI","mrisdp_117","6",0.808199999999944
"fMRI","vta_smh","1",0.808199999999944
"fMRI","vs_dla","2",0.808199999999944
"fMRI","vs_n","6",0.807399999999944
"fMRI","dla_vs","2",0.806199999999944
"SA_sMRI","mrisdp_319","6",0.805999999999944
"SA_sMRI","mrisdp_439","2",0.805999999999944
"CT_sMRI","mrisdp_57","2",0.805199999999944
"fMRI","smh_vta","1",0.804999999999944
"SA_sMRI","mrisdp_390","6",0.804199999999944
"SA_sMRI","mrisdp_401","6",0.802799999999944
"fMRI","smh_dt","3",0.802799999999944
"fMRI","rspltp_ad","3",0.802599999999944
"CT_sMRI","mrisdp_60","6",0.802399999999944
"fMRI","ad_ca","5",0.801999999999944
"fMRI","dt_smh","3",0.801999999999944
"fMRI","smm_smm","3",0.801799999999944
"CT_sMRI","mrisdp_43","6",0.801599999999944
"fMRI","n_smh","3",0.800799999999944
"fMRI","smm_ca","5",0.800799999999944
"CT_sMRI","mrisdp_111","1",0.800399999999944
"fMRI","ad_rspltp","3",0.799999999999945
"fMRI","smm_sa","3",0.799599999999945
"SA_sMRI","mrisdp_403","2",0.799199999999945
"SA_sMRI","mrisdp_318","6",0.798999999999945
"fMRI","sa_smm","3",0.798799999999945
"fMRI","dt_fo","3",0.798599999999945
"SA_sMRI","mrisdp_399","6",0.798399999999945
"fMRI","ca_smm","5",0.798399999999945
"fMRI","ad_ad","3",0.798199999999945
"CT_sMRI","mrisdp_42","4",0.797599999999945
"fMRI","ad_sa","3",0.797599999999945
"fMRI","cgc_n","4",0.797599999999945
"fMRI","fo_dt","3",0.797599999999945
"fMRI","n_cgc","4",0.797599999999945
"fMRI","sa_ad","3",0.797599999999945
"SA_sMRI","mrisdp_344","2",0.797399999999945
"fMRI","ca_dla","2",0.797399999999945
"fMRI","dla_ca","2",0.797199999999945
"SA_sMRI","mrisdp_414","5",0.796999999999945
"fMRI","smh_n","3",0.796799999999945
"fMRI","dt_sa","6",0.796599999999945
"CT_sMRI","mrisdp_112","1",0.796399999999945
"fMRI","ca_ad","5",0.796199999999945
"fMRI","sa_dt","6",0.795999999999945
"fMRI","ad_fo","4",0.795599999999945
"CT_sMRI","mrisdp_100","1",0.795199999999945
"fMRI","sa_vta","3",0.795199999999945
"fMRI","ca_dla","5",0.794799999999945
"fMRI","fo_ad","4",0.794799999999945
"fMRI","dt_rspltp","3",0.794599999999945
"SA_sMRI","mrisdp_441","6",0.794199999999945
"fMRI","vs_smh","3",0.794199999999945
"CT_sMRI","mrisdp_119","6",0.793399999999945
"fMRI","sa_rspltp","5",0.792599999999945
"fMRI","cgc_vs","2",0.792399999999945
"fMRI","rspltp_dt","3",0.792199999999945
"fMRI","smh_vs","3",0.791599999999945
"SA_sMRI","mrisdp_443","1",0.791399999999945
"fMRI","ca_smh","1",0.791399999999945
"CT_sMRI","mrisdp_55","6",0.790999999999946
"CT_sMRI","mrisdp_111","6",0.790999999999946
"fMRI","dt_dla","5",0.790599999999946
"fMRI","sa_vta","5",0.790399999999946
"CT_sMRI","mrisdp_51","6",0.790199999999946
"fMRI","dla_ca","5",0.790199999999946
"SA_sMRI","mrisdp_348","6",0.789999999999946
"fMRI","ca_dla","3",0.789999999999946
"fMRI","ca_smh","3",0.789999999999946
"CT_sMRI","mrisdp_130","6",0.789799999999946
"CT_sMRI","mrisdp_100","5",0.789399999999946
"CT_sMRI","mrisdp_42","1",0.789199999999946
"fMRI","dla_ca","3",0.789199999999946
"fMRI","vs_cgc","2",0.788199999999946
"fMRI","smh_ca","3",0.787999999999946
"CT_sMRI","mrisdp_17","6",0.787799999999946
"CT_sMRI","mrisdp_47","6",0.787799999999946
"fMRI","vta_sa","5",0.787799999999946
"fMRI","vta_sa","3",0.787199999999946
"fMRI","rspltp_sa","5",0.786799999999946
"fMRI","ca_cgc","5",0.785199999999946
"fMRI","dla_vs","6",0.784999999999946
"fMRI","smh_ca","1",0.784799999999946
"SA_sMRI","mrisdp_409","6",0.784599999999946
"SA_sMRI","mrisdp_395","5",0.784399999999946
"CT_sMRI","mrisdp_62","6",0.784399999999946
"fMRI","smm_fo","5",0.783599999999946
"CT_sMRI","mrisdp_56","4",0.783399999999946
"SA_sMRI","mrisdp_395","2",0.783199999999946
"fMRI","dla_dt","5",0.782199999999946
"fMRI","vs_dt","6",0.781799999999947
"CT_sMRI","mrisdp_29","5",0.781599999999947
"fMRI","dt_vta","2",0.781399999999947
"fMRI","vta_smm","2",0.780799999999947
"CT_sMRI","mrisdp_10","6",0.780599999999947
"fMRI","vta_dt","2",0.780599999999947
"fMRI","vs_smm","4",0.779999999999947
"CT_sMRI","mrisdp_2","6",0.779799999999947
"fMRI","n_n","5",0.779599999999947
"fMRI","vs_n","3",0.779599999999947
"fMRI","n_vs","3",0.779399999999947
"fMRI","smm_vs","4",0.779399999999947
"SA_sMRI","mrisdp_420","2",0.779199999999947
"CT_sMRI","mrisdp_103","5",0.779199999999947
"fMRI","n_rspltp","5",0.779199999999947
"fMRI","vs_dla","6",0.779199999999947
"fMRI","fo_cgc","4",0.778999999999947
"fMRI","cgc_fo","4",0.778599999999947
"SA_sMRI","mrisdp_404","2",0.778399999999947
"CT_sMRI","mrisdp_92","6",0.778399999999947
"CT_sMRI","mrisdp_80","2",0.777999999999947
"SA_sMRI","mrisdp_321","6",0.777599999999947
"fMRI","rspltp_n","5",0.777599999999947
"SA_sMRI","mrisdp_319","5",0.776399999999947
"fMRI","dla_dla","6",0.776199999999947
"SA_sMRI","mrisdp_404","1",0.775799999999947
"CT_sMRI","mrisdp_90","4",0.774799999999947
"fMRI","fo_smm","5",0.774599999999947
"fMRI","vs_sa","3",0.773999999999947
"fMRI","sa_vs","3",0.773799999999947
"fMRI","dt_vs","6",0.772799999999948
"fMRI","smm_vta","2",0.772199999999948
"fMRI","cgc_rspltp","3",0.771599999999948
"fMRI","dla_cgc","4",0.771599999999948
"fMRI","cgc_ca","5",0.771399999999948
"fMRI","n_rspltp","1",0.770799999999948
"fMRI","rspltp_n","1",0.770599999999948
"SA_sMRI","mrisdp_440","6",0.770399999999948
"fMRI","cgc_dla","4",0.770199999999948
"SA_sMRI","mrisdp_336","2",0.769599999999948
"fMRI","dt_smm","4",0.769599999999948
"fMRI","dla_sa","3",0.769399999999948
"fMRI","rspltp_cgc","3",0.769199999999948
"fMRI","smm_dt","3",0.768999999999948
"fMRI","dt_smm","3",0.768799999999948
"fMRI","smh_smh","5",0.768199999999948
"fMRI","sa_dla","3",0.767999999999948
"SA_sMRI","mrisdp_308","6",0.767199999999948
"SA_sMRI","mrisdp_336","4",0.766999999999948
"CT_sMRI","mrisdp_147","6",0.765599999999948
"CT_sMRI","mrisdp_33","6",0.764799999999948
"SA_sMRI","mrisdp_351","4",0.764199999999948
"CT_sMRI","mrisdp_116","4",0.763799999999949
"fMRI","smm_dt","4",0.763199999999949
"SA_sMRI","mrisdp_365","3",0.762799999999949
"CT_sMRI","mrisdp_113","6",0.762799999999949
"SA_sMRI","mrisdp_320","5",0.761999999999949
"SA_sMRI","mrisdp_322","2",0.761199999999949
"CT_sMRI","mrisdp_129","6",0.761199999999949
"CT_sMRI","mrisdp_141","6",0.760999999999949
"SA_sMRI","mrisdp_316","6",0.760799999999949
"fMRI","smm_sa","5",0.760399999999949
"SA_sMRI","mrisdp_320","6",0.759999999999949
"SA_sMRI","mrisdp_412","6",0.759799999999949
"fMRI","cgc_ca","3",0.759599999999949
"CT_sMRI","mrisdp_105","6",0.758999999999949
"fMRI","ca_cgc","3",0.758999999999949
"fMRI","fo_n","3",0.758999999999949
"CT_sMRI","mrisdp_71","6",0.758599999999949
"fMRI","smm_ca","4",0.758199999999949
"fMRI","sa_smm","5",0.757199999999949
"SA_sMRI","mrisdp_317","6",0.756999999999949
"fMRI","n_fo","3",0.756999999999949
"fMRI","fo_vs","3",0.756799999999949
"fMRI","vs_fo","3",0.756199999999949
"fMRI","vs_vta","3",0.756199999999949
"CT_sMRI","mrisdp_59","6",0.755999999999949
"fMRI","vta_vs","3",0.755799999999949
"SA_sMRI","mrisdp_422","2",0.755199999999949
"SA_sMRI","mrisdp_367","2",0.75439999999995
"SA_sMRI","mrisdp_418","2",0.75419999999995
"fMRI","ad_ca","4",0.75379999999995
"fMRI","vta_dla","2",0.75379999999995
"SA_sMRI","mrisdp_304","2",0.75359999999995
"SA_sMRI","mrisdp_377","6",0.75299999999995
"CT_sMRI","mrisdp_64","6",0.75299999999995
"fMRI","ca_smm","4",0.75299999999995
"SA_sMRI","mrisdp_348","2",0.75199999999995
"fMRI","vs_fo","1",0.75199999999995
"SA_sMRI","mrisdp_379","6",0.75179999999995
"fMRI","ca_sa","2",0.75159999999995
"fMRI","sa_sa","4",0.75099999999995
"SA_sMRI","mrisdp_312","2",0.75039999999995
"fMRI","rspltp_dt","5",0.75039999999995
"SA_sMRI","mrisdp_402","6",0.75019999999995
"fMRI","ca_ad","4",0.75019999999995
"fMRI","dt_n","3",0.74979999999995
"fMRI","smh_rspltp","3",0.74979999999995
"fMRI","fo_vs","1",0.74939999999995
"fMRI","n_dt","3",0.74939999999995
"fMRI","dla_vta","2",0.74819999999995
"CT_sMRI","mrisdp_8","6",0.74779999999995
"CT_sMRI","mrisdp_3","3",0.74699999999995
"fMRI","rspltp_smh","3",0.74699999999995
"fMRI","sa_ca","2",0.74679999999995
"fMRI","dt_rspltp","5",0.745399999999951
"SA_sMRI","mrisdp_313","2",0.744799999999951
"SA_sMRI","mrisdp_433","2",0.744799999999951
"fMRI","sa_ad","4",0.744799999999951
"fMRI","sa_sa","2",0.744799999999951
"SA_sMRI","mrisdp_423","5",0.744199999999951
"SA_sMRI","mrisdp_310","6",0.743599999999951
"CT_sMRI","mrisdp_97","2",0.743599999999951
"fMRI","ad_sa","4",0.743199999999951
"fMRI","ad_vs","5",0.742399999999951
"SA_sMRI","mrisdp_427","6",0.741999999999951
"SA_sMRI","mrisdp_345","1",0.741199999999951
"SA_sMRI","mrisdp_344","4",0.740799999999951
"fMRI","vs_ad","5",0.740199999999951
"CT_sMRI","mrisdp_34","4",0.739999999999951
"fMRI","dla_vta","3",0.738199999999951
"SA_sMRI","mrisdp_422","6",0.737599999999951
"SA_sMRI","mrisdp_349","6",0.737199999999951
"SA_sMRI","mrisdp_363","2",0.736799999999951
"CT_sMRI","mrisdp_72","6",0.736799999999951
"SA_sMRI","mrisdp_426","6",0.736399999999952
"CT_sMRI","mrisdp_121","6",0.736199999999952
"SA_sMRI","mrisdp_339","6",0.735799999999952
"fMRI","ad_smm","4",0.735599999999952
"CT_sMRI","mrisdp_143","6",0.735399999999952
"fMRI","dt_fo","5",0.735199999999952
"SA_sMRI","mrisdp_352","6",0.734999999999952
"CT_sMRI","mrisdp_80","4",0.734799999999952
"fMRI","ad_vta","5",0.734799999999952
"SA_sMRI","mrisdp_414","3",0.734599999999952
"fMRI","rspltp_ca","4",0.734599999999952
"fMRI","sa_n","5",0.734399999999952
"fMRI","fo_sa","5",0.734199999999952
"CT_sMRI","mrisdp_53","6",0.733999999999952
"fMRI","dt_ca","5",0.733999999999952
"fMRI","fo_dt","5",0.733999999999952
"CT_sMRI","mrisdp_3","2",0.733399999999952
"fMRI","vta_dla","3",0.732799999999952
"fMRI","fo_vs","5",0.732399999999952
"fMRI","sa_fo","5",0.732199999999952
"CT_sMRI","mrisdp_83","3",0.731999999999952
"fMRI","vs_fo","5",0.731999999999952
"fMRI","ca_rspltp","4",0.731799999999952
"fMRI","n_sa","5",0.731799999999952
"CT_sMRI","mrisdp_109","6",0.731599999999952
"fMRI","smm_ad","4",0.731399999999952
"fMRI","ca_dt","5",0.730799999999952
"SA_sMRI","mrisdp_395","6",0.728999999999952
"CT_sMRI","mrisdp_22","3",0.728999999999952
"fMRI","smh_vs","5",0.728399999999952
"fMRI","vta_ad","5",0.728399999999952
"SA_sMRI","mrisdp_449","5",0.727999999999952
"fMRI","cgc_cgc","5",0.727199999999953
"fMRI","dt_n","5",0.727199999999953
"fMRI","vs_smh","5",0.727199999999953
"CT_sMRI","mrisdp_102","1",0.726999999999953
"CT_sMRI","mrisdp_116","5",0.726999999999953
"CT_sMRI","mrisdp_142","6",0.726799999999953
"fMRI","smm_rspltp","3",0.726599999999953
"fMRI","ca_vta","6",0.726199999999953
"fMRI","fo_n","5",0.726199999999953
"fMRI","rspltp_smm","3",0.725799999999953
"SA_sMRI","mrisdp_334","6",0.725399999999953
"SA_sMRI","mrisdp_437","6",0.725399999999953
"fMRI","n_fo","5",0.725199999999953
"CT_sMRI","mrisdp_23","3",0.724999999999953
"fMRI","dt_dla","1",0.724999999999953
"fMRI","dla_dt","1",0.724599999999953
"fMRI","n_dt","5",0.724599999999953
"fMRI","smm_vs","3",0.724599999999953
"fMRI","vta_vs","5",0.723999999999953
"SA_sMRI","mrisdp_306","2",0.722799999999953
"fMRI","vs_vta","5",0.722799999999953
"SA_sMRI","mrisdp_367","6",0.722399999999953
"CT_sMRI","mrisdp_86","2",0.721999999999953
"SA_sMRI","mrisdp_366","5",0.721799999999953
"SA_sMRI","mrisdp_372","6",0.721599999999953
"SA_sMRI","mrisdp_440","2",0.721599999999953
"CT_sMRI","mrisdp_12","2",0.721399999999953
"CT_sMRI","mrisdp_68","6",0.721399999999953
"SA_sMRI","mrisdp_333","2",0.721199999999953
"SA_sMRI","mrisdp_425","6",0.721199999999953
"fMRI","ad_fo","5",0.720999999999953
"SA_sMRI","mrisdp_403","6",0.720399999999953
"fMRI","vs_smm","3",0.720199999999953
"fMRI","sa_vs","5",0.719999999999953
"fMRI","dla_smh","4",0.719799999999953
"CT_sMRI","mrisdp_69","6",0.719599999999953
"CT_sMRI","mrisdp_54","4",0.718799999999953
"fMRI","fo_fo","1",0.718799999999953
"fMRI","vta_ca","6",0.718799999999953
"SA_sMRI","mrisdp_373","6",0.718599999999953
"fMRI","fo_ad","5",0.718399999999954
"fMRI","dt_smh","1",0.718199999999954
"SA_sMRI","mrisdp_365","4",0.717999999999954
"fMRI","smh_cgc","3",0.717599999999954
"fMRI","dla_n","2",0.716999999999954
"fMRI","smh_ca","5",0.716999999999954
"fMRI","fo_dla","5",0.716599999999954
"fMRI","n_n","3",0.716399999999954
"fMRI","smh_cgc","4",0.716399999999954
"fMRI","cgc_smh","3",0.715999999999954
"fMRI","ca_smh","5",0.715799999999954
"fMRI","vs_sa","5",0.715599999999954
"fMRI","rspltp_dla","1",0.714799999999954
"fMRI","dla_fo","5",0.714199999999954
"fMRI","dla_rspltp","1",0.714199999999954
"fMRI","smh_dt","1",0.713999999999954
"fMRI","n_dla","2",0.713399999999954
"SA_sMRI","mrisdp_397","2",0.712799999999954
"CT_sMRI","mrisdp_124","6",0.711999999999954
"SA_sMRI","mrisdp_329","6",0.711799999999954
"CT_sMRI","mrisdp_137","6",0.711599999999954
"fMRI","cgc_smh","4",0.710799999999954
"CT_sMRI","mrisdp_18","6",0.709799999999954
"SA_sMRI","mrisdp_395","3",0.709599999999954
"SA_sMRI","mrisdp_328","6",0.708199999999955
"fMRI","smh_dla","4",0.707599999999955
"CT_sMRI","mrisdp_23","6",0.707199999999955
"CT_sMRI","mrisdp_116","1",0.706599999999955
"fMRI","ca_dt","3",0.706599999999955
"fMRI","vs_rspltp","2",0.706399999999955
"SA_sMRI","mrisdp_386","2",0.706199999999955
"CT_sMRI","mrisdp_39","6",0.705799999999955
"fMRI","fo_vs","4",0.705799999999955
"fMRI","smm_ad","2",0.705799999999955
"CT_sMRI","mrisdp_104","2",0.705599999999955
"fMRI","dt_ca","3",0.705399999999955
"SA_sMRI","mrisdp_322","6",0.705199999999955
"CT_sMRI","mrisdp_50","6",0.704999999999955
"CT_sMRI","mrisdp_100","4",0.704999999999955
"SA_sMRI","mrisdp_407","2",0.704799999999955
"fMRI","cgc_smh","5",0.704599999999955
"CT_sMRI","mrisdp_135","3",0.703999999999955
"fMRI","vs_fo","4",0.703799999999955
"SA_sMRI","mrisdp_326","2",0.703199999999955
"fMRI","ad_smm","2",0.702999999999955
"fMRI","sa_fo","4",0.702999999999955
"SA_sMRI","mrisdp_447","6",0.702799999999955
"CT_sMRI","mrisdp_82","4",0.702799999999955
"fMRI","smh_cgc","5",0.702799999999955
"SA_sMRI","mrisdp_353","6",0.702599999999955
"SA_sMRI","mrisdp_340","5",0.700799999999955
"SA_sMRI","mrisdp_421","6",0.700799999999955
"fMRI","ad_vta","3",0.700799999999955
"fMRI","sa_dt","2",0.700799999999955
"CT_sMRI","mrisdp_3","5",0.700599999999955
"CT_sMRI","mrisdp_42","3",0.700599999999955
"fMRI","vta_ad","3",0.700199999999956
"fMRI","dt_sa","2",0.699999999999956
"CT_sMRI","mrisdp_22","5",0.699199999999956
"CT_sMRI","mrisdp_22","2",0.698999999999956
"fMRI","n_ad","6",0.698199999999956
"CT_sMRI","mrisdp_89","5",0.697999999999956
"SA_sMRI","mrisdp_326","5",0.697799999999956
"fMRI","rspltp_vs","2",0.697599999999956
"fMRI","smm_ad","5",0.697599999999956
"fMRI","vs_ad","6",0.697599999999956
"CT_sMRI","mrisdp_107","4",0.696599999999956
"fMRI","ad_smm","5",0.694799999999956
"fMRI","ad_vs","6",0.694599999999956
"CT_sMRI","mrisdp_91","6",0.693999999999956
"SA_sMRI","mrisdp_336","5",0.692399999999956
"SA_sMRI","mrisdp_424","6",0.692199999999956
"SA_sMRI","mrisdp_350","6",0.691799999999956
"fMRI","dla_rspltp","2",0.691799999999956
"SA_sMRI","mrisdp_351","2",0.691599999999956
"SA_sMRI","mrisdp_384","5",0.691599999999956
"fMRI","fo_sa","4",0.691599999999956
"SA_sMRI","mrisdp_330","1",0.691199999999957
"fMRI","ad_n","6",0.690399999999957
"CT_sMRI","mrisdp_34","5",0.689599999999957
"fMRI","rspltp_dla","2",0.688799999999957
"CT_sMRI","mrisdp_63","6",0.687999999999957
"CT_sMRI","mrisdp_16","2",0.687399999999957
"fMRI","n_rspltp","3",0.686799999999957
"fMRI","rspltp_n","3",0.685999999999957
"SA_sMRI","mrisdp_351","5",0.684799999999957
"CT_sMRI","mrisdp_35","5",0.684199999999957
"fMRI","smh_smh","6",0.683999999999957
"fMRI","n_vta","3",0.683799999999957
"SA_sMRI","mrisdp_324","2",0.682999999999957
"fMRI","smh_dt","5",0.682999999999957
"CT_sMRI","mrisdp_27","5",0.682399999999957
"CT_sMRI","mrisdp_135","5",0.682199999999958
"SA_sMRI","mrisdp_400","2",0.681999999999958
"CT_sMRI","mrisdp_43","2",0.681599999999958
"CT_sMRI","mrisdp_49","2",0.680599999999958
"fMRI","dt_smh","5",0.680599999999958
"CT_sMRI","mrisdp_35","4",0.680199999999958
"fMRI","vs_ca","5",0.679999999999958
"CT_sMRI","mrisdp_14","4",0.679599999999958
"CT_sMRI","mrisdp_96","3",0.679599999999958
"SA_sMRI","mrisdp_379","1",0.679199999999958
"SA_sMRI","mrisdp_421","4",0.679199999999958
"CT_sMRI","mrisdp_131","2",0.679199999999958
"SA_sMRI","mrisdp_348","5",0.678999999999958
"fMRI","vta_n","3",0.678999999999958
"SA_sMRI","mrisdp_350","5",0.678599999999958
"CT_sMRI","mrisdp_27","3",0.678599999999958
"fMRI","ca_vs","5",0.678599999999958
"SA_sMRI","mrisdp_363","6",0.677999999999958
"CT_sMRI","mrisdp_112","5",0.677399999999958
"SA_sMRI","mrisdp_344","5",0.676999999999958
"SA_sMRI","mrisdp_408","2",0.676999999999958
"SA_sMRI","mrisdp_321","2",0.676599999999958
"fMRI","vs_vta","2",0.676399999999958
"CT_sMRI","mrisdp_88","4",0.675599999999958
"fMRI","dt_dt","5",0.675199999999958
"fMRI","vta_vs","2",0.674999999999958
"SA_sMRI","mrisdp_359","2",0.674599999999958
"fMRI","sa_ad","5",0.674199999999958
"CT_sMRI","mrisdp_128","2",0.673999999999958
"fMRI","ad_sa","5",0.673799999999958
"SA_sMRI","mrisdp_442","6",0.672999999999959
"CT_sMRI","mrisdp_90","5",0.672999999999959
"SA_sMRI","mrisdp_390","2",0.671799999999959
"CT_sMRI","mrisdp_142","4",0.671599999999959
"SA_sMRI","mrisdp_343","2",0.671199999999959
"SA_sMRI","mrisdp_449","2",0.671199999999959
"SA_sMRI","mrisdp_429","1",0.670399999999959
"SA_sMRI","mrisdp_432","2",0.670199999999959
"fMRI","sa_cgc","4",0.670199999999959
"fMRI","fo_vta","2",0.669999999999959
"CT_sMRI","mrisdp_143","4",0.669799999999959
"SA_sMRI","mrisdp_422","5",0.669599999999959
"fMRI","ca_ad","2",0.669399999999959
"CT_sMRI","mrisdp_77","3",0.668799999999959
"SA_sMRI","mrisdp_381","6",0.668399999999959
"SA_sMRI","mrisdp_425","5",0.668199999999959
"fMRI","ad_ca","2",0.668199999999959
"fMRI","smm_ad","6",0.667799999999959
"SA_sMRI","mrisdp_396","6",0.667599999999959
"fMRI","vta_fo","2",0.667599999999959
"SA_sMRI","mrisdp_309","5",0.667399999999959
"CT_sMRI","mrisdp_127","4",0.665599999999959
"fMRI","cgc_sa","4",0.665399999999959
"fMRI","dt_vta","4",0.664999999999959
"CT_sMRI","mrisdp_100","2",0.664799999999959
"SA_sMRI","mrisdp_327","2",0.664599999999959
"SA_sMRI","mrisdp_375","6",0.664599999999959
"fMRI","cgc_ca","4",0.664399999999959
"CT_sMRI","mrisdp_138","4",0.664199999999959
"fMRI","smh_vs","2",0.664199999999959
"CT_sMRI","mrisdp_23","4",0.66299999999996
"fMRI","ad_smm","6",0.66299999999996
"fMRI","dt_dt","2",0.66279999999996
"fMRI","vs_smh","2",0.66279999999996
"SA_sMRI","mrisdp_395","4",0.66199999999996
"SA_sMRI","mrisdp_419","1",0.66179999999996
"CT_sMRI","mrisdp_57","4",0.66139999999996
"CT_sMRI","mrisdp_88","2",0.66139999999996
"CT_sMRI","mrisdp_34","2",0.66039999999996
"fMRI","smh_smm","2",0.66019999999996
"SA_sMRI","mrisdp_414","2",0.65959999999996
"CT_sMRI","mrisdp_42","5",0.65959999999996
"SA_sMRI","mrisdp_306","1",0.65859999999996
"fMRI","vta_dt","4",0.65859999999996
"CT_sMRI","mrisdp_116","2",0.65819999999996
"SA_sMRI","mrisdp_303","5",0.65799999999996
"CT_sMRI","mrisdp_69","4",0.65799999999996
"fMRI","smm_smh","2",0.65759999999996
"SA_sMRI","mrisdp_425","2",0.65699999999996
"fMRI","dt_smh","2",0.65699999999996
"SA_sMRI","mrisdp_384","6",0.65679999999996
"CT_sMRI","mrisdp_137","1",0.65639999999996
"CT_sMRI","mrisdp_85","2",0.65559999999996
"SA_sMRI","mrisdp_384","3",0.65539999999996
"CT_sMRI","mrisdp_79","5",0.65519999999996
"fMRI","smh_dt","2",0.654799999999961
"fMRI","vta_vta","6",0.654799999999961
"SA_sMRI","mrisdp_405","1",0.653999999999961
"fMRI","smh_fo","1",0.653999999999961
"CT_sMRI","mrisdp_31","4",0.653599999999961
"CT_sMRI","mrisdp_19","4",0.653399999999961
"fMRI","fo_smh","1",0.653399999999961
"fMRI","cgc_smm","4",0.652599999999961
"SA_sMRI","mrisdp_349","5",0.652399999999961
"SA_sMRI","mrisdp_350","3",0.651799999999961
"fMRI","ca_cgc","4",0.651799999999961
"fMRI","fo_ca","3",0.651599999999961
"fMRI","sa_ca","4",0.651599999999961
"SA_sMRI","mrisdp_346","4",0.651399999999961
"CT_sMRI","mrisdp_12","5",0.651199999999961
"SA_sMRI","mrisdp_410","5",0.650999999999961
"fMRI","dt_fo","2",0.650799999999961
"fMRI","ca_fo","3",0.650399999999961
"fMRI","smm_fo","4",0.650399999999961
"CT_sMRI","mrisdp_7","4",0.649999999999961
"fMRI","dla_vta","5",0.649799999999961
"SA_sMRI","mrisdp_321","5",0.649599999999961
"fMRI","dt_vs","5",0.649199999999961
"CT_sMRI","mrisdp_25","5",0.648799999999961
"fMRI","n_ca","3",0.648799999999961
"fMRI","vs_dt","5",0.648799999999961
"fMRI","fo_smm","4",0.648599999999961
"CT_sMRI","mrisdp_58","2",0.648199999999961
"fMRI","cgc_n","3",0.647999999999961
"fMRI","vta_dla","5",0.647599999999961
"SA_sMRI","mrisdp_375","5",0.647399999999961
"CT_sMRI","mrisdp_83","4",0.646799999999961
"fMRI","fo_dt","2",0.645999999999961
"CT_sMRI","mrisdp_115","2",0.645199999999962
"SA_sMRI","mrisdp_375","2",0.644999999999962
"fMRI","ca_n","3",0.644999999999962
"SA_sMRI","mrisdp_340","2",0.644599999999962
"fMRI","n_cgc","3",0.644599999999962
"CT_sMRI","mrisdp_12","3",0.644399999999962
"CT_sMRI","mrisdp_87","2",0.644399999999962
"fMRI","dt_smm","5",0.643399999999962
"fMRI","smm_dt","5",0.642999999999962
"SA_sMRI","mrisdp_333","5",0.642799999999962
"CT_sMRI","mrisdp_104","4",0.642799999999962
"CT_sMRI","mrisdp_135","1",0.642799999999962
"fMRI","ca_vs","3",0.642799999999962
"fMRI","ca_sa","4",0.642599999999962
"SA_sMRI","mrisdp_331","5",0.642399999999962
"CT_sMRI","mrisdp_116","3",0.641999999999962
"fMRI","n_ca","5",0.641599999999962
"CT_sMRI","mrisdp_24","4",0.641399999999962
"fMRI","smm_cgc","4",0.641199999999962
"SA_sMRI","mrisdp_425","4",0.640599999999962
"fMRI","vs_ca","3",0.640599999999962
"SA_sMRI","mrisdp_319","2",0.639199999999962
"SA_sMRI","mrisdp_319","4",0.639199999999962
"fMRI","ad_fo","6",0.638399999999962
"SA_sMRI","mrisdp_408","1",0.637799999999962
"fMRI","fo_ad","2",0.637799999999962
"fMRI","smm_cgc","6",0.637799999999962
"CT_sMRI","mrisdp_14","2",0.637599999999962
"CT_sMRI","mrisdp_16","4",0.637599999999962
"SA_sMRI","mrisdp_394","5",0.637399999999962
"SA_sMRI","mrisdp_433","5",0.637399999999962
"fMRI","smm_dt","2",0.637199999999962
"CT_sMRI","mrisdp_14","5",0.636999999999962
"CT_sMRI","mrisdp_98","2",0.636799999999963
"fMRI","ad_fo","2",0.636599999999963
"CT_sMRI","mrisdp_89","2",0.636399999999963
"fMRI","ad_n","2",0.636399999999963
"SA_sMRI","mrisdp_410","2",0.635999999999963
"fMRI","ca_n","5",0.635999999999963
"fMRI","n_ad","2",0.635999999999963
"CT_sMRI","mrisdp_117","5",0.635399999999963
"fMRI","smm_vs","2",0.635199999999963
